ADC,Temp_datasheet_C,Temp_refit_cubic_C,Refit_minus_datasheet_C
207,-16.44729533265811,-17.80649295404126,-1.3591976213831494
208,-16.96683268206572,-18.464937233712988,-1.4981045516472662
209,-17.494998269247535,-19.133297987252092,-1.638299718004557
210,-18.032196237616255,-19.811716741985606,-1.7795205043693514
211,-18.578857618729604,-20.50033502524093,-1.9214774065113254
212,-19.1354428122872,-21.19929436434512,-2.0638515520579226
213,-19.7024443577991,-21.908736286625384,-2.2062919288262854
214,-20.266431021679185,-22.62880231940906,-2.362371297729876
215,-20.82654169590858,-23.359633990023127,-2.533092294114546
216,-21.398168832150553,-24.101372825795153,-2.7032039936445997
217,-21.981936046828185,-24.85416035405197,-2.872224307223785
218,-22.578516499330533,-25.618138102121037,-3.039621602790504
219,-23.18863832971976,-26.393447597329526,-3.204809267609768
220,-23.813090862439324,-27.180230367004498,-3.3671395045651735
221,-24.452731709305628,-27.978627938473352,-3.5258962291677243
222,-25.10849493293006,-28.78878183906312,-3.680286906133059
223,-25.781400466447234,-29.6108335961012,-3.8294331296539674
224,-26.472565028978664,-30.4449247369148,-3.9723597079361355
225,-27.18321483124834,-31.291196788830803,-4.107981957582464
226,-27.914700435675538,-32.149791279176895,-4.235090843501357
227,-28.66851422481922,-33.02084973527991,-4.352335510460691
228,-29.446311047671117,-33.904513684467304,-4.458202636796187
229,-30.23767189457591,-34.80092465406614,-4.563252759490226
230,-31.028385875287892,-35.710224171403695,-4.681838296115803
231,-31.847811764683144,-36.632553763807266,-4.7847419991241225
232,-32.698426360081626,-37.56805495860368,-4.8696285985220555
233,-33.58303646924505,-38.51686928312063,-4.933832813875576
234,-34.50484036628427,-39.47913826468499,-4.974297898400721
235,-35.4675042526282,-40.455003430624345,-4.987499177996142
236,-36.475258346191104,-41.444606308265406,-4.969347962074302
237,-37.533018974065456,-42.448088424935804,-4.915069450870348
238,-38.64654559888284,-43.4655913079626,-4.819045709079759
239,-39.822645505286594,-44.497256484672846,-4.674610979386252
240,-41.06944463359389,-45.54322548239395,-4.473780848800061
241,-42.396751995702886,-46.603639828453026,-4.206887832750141
242,-43.816559375995965,-47.67864105017753,-3.8620816741815673
243,-45.34374145306374,-48.7683706748943,-3.424629221830557
244,-46.99706128300583,-49.87297022993073,-2.875908946924902
245,-48.80065637199846,-50.992581242613994,-2.191924870615537
246,-50.78631040152947,-52.127345240271495,-1.3410348387420257
247,-52.9970686066558,-53.27740375023012,-0.28033514357431955
248,-55.49328002263268,-54.44289829981716,1.0503817228155228
249,-58.36332904779255,-55.623970416360066,2.7393586314324807
250,-61.74424005504716,-56.8207616271859,4.923478427861255
251,-65.86556724819019,-58.03341345962167,7.832153788568519
252,-71.15764432331693,-59.262067440995,11.895576882321933
253,-78.58658407920812,-60.506865098632716,18.079718980575407
254,-91.23517105945541,-61.76794795986234,29.46722309959307
255,-341.9860003413087,-63.04545755201082,278.94054278929787
